Position #,FullName,Gender,Salary,Department,DepartmentName,Division,AssignmentCategory,Title,HiringAnalyst,VacancyStatus,VacancyDate,BudgetDate,PostingDate,InterviewDate,OfferDate,AcceptanceDate,SecurityCheckDate,HireDate
18182,"COSTALES, LASHUNDA",F,"$60,757.15",POL,Department of Police,PSB 4th District Patrol,Fulltime-Regular,Police Services Assistant,DOROTHY THOMPSON,Filled,10/17/87,10/31/87,11/13/87,12/7/87,12/19/87,12/28/87,1/13/88,1/28/88
18183,"JANKUS, REBA",F,"$102,153.00",DOT,Department of Transportation,Director's Office,Fulltime-Regular,Program Manager II,BARBARA DAVIS,Filled,11/25/87,11/29/87,12/9/87,12/27/87,1/4/88,1/12/88,1/25/88,1/27/88
18184,"GRIMBLE, VIOLA",F,"$87,087.53",DPS,Department of Permitting Services,Team 2 Residential Inspection,Fulltime-Regular,Permitting and Code Enforcement Inspector III,BARBARA DAVIS,Filled,11/9/87,11/18/87,11/26/87,12/13/87,12/25/87,1/6/88,1/15/88,1/27/88
18185,"YOSHIHARA, ANISSA",F,"$68,878.16",HCA,Department of Housing and Community Affairs,Housing,Fulltime-Regular,Office Services Coordinator,JENNIFER MARTINEZ,Filled,11/3/87,11/22/87,11/25/87,12/13/87,12/23/87,1/2/88,1/14/88,1/27/88
18186,"MAGUIRE, RENATA",F,"$87,087.53",LIB,Department of Public Libraries,Davis Library,Fulltime-Regular,Library Associate II,SUSAN HERNANDEZ,Filled,11/17/87,11/27/87,12/4/87,12/23/87,1/9/88,1/14/88,1/18/88,1/26/88
18187,"MASLYN, JULIAN",M,"$155,746.00",CAT,County Attorney's Office,Government Operations,Fulltime-Regular,Manager II,MARY SMITH,Filled,11/12/87,11/28/87,12/3/87,12/18/87,12/29/87,1/3/88,1/12/88,1/26/88
18188,"MUHLER, HALLEY",F,"$75,637.02",FRS,Fire and Rescue Services,Fleet,Fulltime-Regular,Administrative Specialist I,ELIZABETH RODRIGUEZ,Filled,12/6/87,12/15/87,12/22/87,12/31/87,1/9/88,1/14/88,1/21/88,1/25/88
18189,"WACLAWSKI, ENOCH",M,"$72,174.16",DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Transit Coordinator,ROBERT MILLER,Filled,11/10/87,11/25/87,11/28/87,12/16/87,12/26/87,1/6/88,1/17/88,1/25/88
18190,"TORGLER, JESUSITA",F,"$44,926.28",LIB,Department of Public Libraries,Quince Orchard Library,Parttime-Regular,Library Assistant I,SUSAN HERNANDEZ,Filled,11/14/87,11/26/87,12/8/87,12/22/87,1/2/88,1/10/88,1/16/88,1/25/88
18191,"JARZAB, JACQUES",M,"$144,658.46",HHS,Department of Health and Human Services,Adult Protective and Case Management Services,Fulltime-Regular,Manager II,RICHARD THOMAS,Filled,11/18/87,11/29/87,12/5/87,12/19/87,12/30/87,1/7/88,1/14/88,1/25/88
18192,"FILZEN, JEANETTA",F,"$86,242.02",HHS,Department of Health and Human Services,Community Action Agency,Fulltime-Regular,Program Specialist II,MARIA TAYLOR,Filled,11/9/87,11/21/87,12/1/87,12/18/87,12/24/87,12/29/87,1/12/88,1/25/88
18193,"STEINKOENIG, TERA",F,"$106,595.69",POL,Department of Police,ISB Criminal Investigations Division 6th District Investigative Section,Fulltime-Regular,Police Sergeant,MARGARET MARTIN,Filled,11/4/87,11/12/87,11/22/87,12/14/87,12/26/87,1/6/88,1/10/88,1/25/88
18194,"SOUTULLO, JEAN",F,"$90,408.72",POL,Department of Police,MSB Communications Division,Fulltime-Regular,Public Safety Communications Supervisor,MARGARET MARTIN,Filled,11/3/87,11/18/87,11/24/87,12/8/87,12/20/87,12/31/87,1/4/88,1/25/88
18195,"VANBOOVEN, SUZANNA",F,"$68,878.16",HRC,Office of Human Rights,Compliance,Fulltime-Regular,Office Services Coordinator,RICHARD THOMAS,Filled,11/22/87,12/5/87,12/10/87,12/25/87,1/4/88,1/12/88,1/20/88,1/24/88
18196,"ANICK, PENNY",F,"$132,183.96",DTS,Department of Technology Services,ESOD Core Services,Fulltime-Regular,Manager III,MICHAEL GARCIA,Filled,11/1/87,11/12/87,11/18/87,12/12/87,12/26/87,1/3/88,1/16/88,1/24/88
18197,"MARKLIN, RUSTY",M,"$155,746.00",DPS,Department of Permitting Services,Land Development,Fulltime-Regular,Manager II,BARBARA DAVIS,Filled,11/17/87,11/27/87,12/8/87,12/26/87,1/4/88,1/8/88,1/14/88,1/24/88
18198,"SELLITTI, TIFFANI",F,"$57,519.57",HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,DAVID ANDERSON,Filled,10/18/87,11/5/87,11/16/87,12/13/87,12/19/87,12/31/87,1/13/88,1/24/88
18199,"BODNARCHUK, NORINE",F,"$68,878.16",DPS,Department of Permitting Services,Director's Office,Fulltime-Regular,Office Services Coordinator,BARBARA DAVIS,Filled,11/12/87,11/21/87,11/25/87,12/13/87,12/20/87,1/4/88,1/11/88,1/24/88
18200,"AHLSWEDE, MIKE",M,"$127,920.85",SHF,Sheriff's Office,"Civil, Child Support and Criminal Divison",Fulltime-Regular,Deputy Sheriff Captain,THOMAS WHITE,Filled,11/1/87,11/16/87,11/28/87,12/18/87,12/26/87,1/3/88,1/11/88,1/24/88
18201,"REMINDER, ALEJANDRO",M,"$96,282.34",SHF,Sheriff's Office,Civil Process,Fulltime-Regular,Deputy Sheriff Sergeant,THOMAS WHITE,Filled,10/28/87,11/12/87,11/24/87,12/10/87,12/20/87,12/30/87,1/7/88,1/24/88
18202,"ENGELSON, HERSHEL",M,"$127,920.85",SHF,Sheriff's Office,Administration,Fulltime-Regular,Deputy Sheriff Captain,THOMAS WHITE,Filled,10/8/87,10/27/87,11/7/87,12/1/87,12/15/87,12/23/87,1/1/88,1/24/88
18203,"KOSOFF, IRA",M,"$62,753.78",DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator I,BARBARA DAVIS,Filled,11/4/87,11/14/87,11/20/87,12/8/87,12/22/87,12/31/87,1/18/88,1/23/88
18204,"CHAUDRY, MISHA",F,"$50,173.88",LIB,Department of Public Libraries,Cataloging and Preparation,Parttime-Regular,Librarian II,SUSAN HERNANDEZ,Filled,11/4/87,11/14/87,11/24/87,12/12/87,12/28/87,1/12/88,1/17/88,1/23/88
18205,"TUBIS, PERRY",M,"$91,295.08",DEP,Department of Environmental Protection,Watershed Restoration and Capital Projects,Fulltime-Regular,Engineer II,PATRICIA WILLIAMS,Filled,10/28/87,11/6/87,11/23/87,12/13/87,12/29/87,1/7/88,1/17/88,1/23/88
18206,"GEPNER, CRAIG",M,"$46,394.90",DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,ROBERT MILLER,Filled,10/26/87,11/14/87,11/24/87,12/12/87,12/30/87,1/10/88,1/16/88,1/23/88
18207,"AGOR, LAURENCE",M,"$93,809.31",COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,Fulltime-Regular,Correctional Supervisor (Sergeant),JAMES JOHNSON,Filled,11/8/87,11/14/87,11/16/87,12/4/87,12/14/87,12/29/87,1/11/88,1/23/88
18208,"HIRD, ALIX",F,"$47,859.47",HHS,Department of Health and Human Services,Child Welfare Services,Parttime-Regular,Social Worker II,MARIA TAYLOR,Filled,11/25/87,12/10/87,12/15/87,1/1/88,1/10/88,1/15/88,1/18/88,1/22/88
18209,"FARRAGUT, SAMMIE",F,"$75,637.02",HHS,Department of Health and Human Services,Urine Monitoring Program,Fulltime-Regular,Community Services Aide III,DAVID ANDERSON,Filled,11/11/87,11/23/87,12/1/87,12/12/87,12/22/87,1/3/88,1/15/88,1/22/88
18210,"TURNBLOM, STEVE",M,"$134,704.61",DGS,Department of General Services,Building Design and Construction,Fulltime-Regular,Manager III,PATRICIA WILLIAMS,Filled,10/25/87,11/9/87,11/18/87,12/10/87,12/19/87,12/31/87,1/12/88,1/22/88
18211,"DAUGUSTINE, BRENDA",F,"$155,746.00",CCL,County Council,Council Central Staff,Fulltime-Regular,Manager II,MARY SMITH,Filled,11/14/87,11/18/87,11/26/87,12/16/87,12/27/87,1/2/88,1/10/88,1/22/88
18212,"ISMAN, STEWART",M,"$110,334.63",DPS,Department of Permitting Services,Land Development Sediment Stormwater Plan Review,Fulltime-Regular,Senior Permitting Services Specialist,BARBARA DAVIS,Filled,11/12/87,11/21/87,11/25/87,12/14/87,12/22/87,1/5/88,1/9/88,1/22/88
18213,"CONQUEST, LENARD",M,"$96,108.27",FRS,Fire and Rescue Services,Emergency Communications Center (PSCC),Fulltime-Regular,Master Firefighter/Rescuer,WILLIAM WILSON,Filled,10/25/87,11/11/87,11/24/87,12/12/87,12/22/87,12/25/87,1/6/88,1/22/88
18214,"BOMAR, ANNIE",F,"$100,347.75",HHS,Department of Health and Human Services,Adult Protective Services - Nurse Assessment,Fulltime-Regular,Community Health Nurse II,MARIA TAYLOR,Filled,11/21/87,12/6/87,12/9/87,12/28/87,1/9/88,1/15/88,1/19/88,1/21/88
18215,"SCHOENWETTER, MARCELL",F,"$153,272.10",HHS,Department of Health and Human Services,Area Agency on Aging Administration,Fulltime-Regular,Manager II,DAVID ANDERSON,Filled,11/10/87,11/22/87,11/28/87,12/19/87,1/4/88,1/8/88,1/15/88,1/21/88
18216,"NEHMER, JAE",M,"$100,347.75",HHS,Department of Health and Human Services,Adult Behavioral Health Services,Fulltime-Regular,Therapist II,DAVID ANDERSON,Filled,11/10/87,11/22/87,11/25/87,12/16/87,12/28/87,1/4/88,1/15/88,1/21/88
18217,"STERNBERG, JOANNIE",F,"$87,087.53",REC,Department of Recreation,Damascus Community Recreation Center,Fulltime-Regular,Recreation Specialist,THOMAS WHITE,Filled,10/21/87,11/5/87,11/17/87,12/12/87,12/27/87,1/5/88,1/13/88,1/21/88
18218,"GOEPEL, ABRAHAM",M,"$79,266.74",DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Transit Information Systems Technician,LINDA JONES,Filled,10/22/87,11/18/87,11/24/87,12/9/87,12/23/87,12/31/87,1/13/88,1/21/88
18219,"WINTERLE, RICKEY",M,"$65,736.66",DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,BARBARA DAVIS,Filled,11/14/87,11/21/87,11/24/87,12/16/87,12/31/87,1/5/88,1/12/88,1/21/88
18220,"ORIS, WANITA",F,"$100,347.75",HHS,Department of Health and Human Services,Head Start/Pre-K (Health),Fulltime-Regular,Community Health Nurse II,DAVID ANDERSON,Filled,11/5/87,11/17/87,11/25/87,12/19/87,12/29/87,1/5/88,1/12/88,1/21/88
18221,"GIAMPAOLI, JOESPH",M,"$65,736.66",DGS,Department of General Services,Central Duplicating,Fulltime-Regular,Printing Technician III,PATRICIA WILLIAMS,Filled,10/27/87,11/1/87,11/7/87,12/2/87,12/18/87,12/30/87,1/12/88,1/21/88
18222,"VANDERVENNET, LYNDSAY",F,"$68,878.16",HHS,Department of Health and Human Services,Behavioral Health Planning and Management,Fulltime-Regular,Office Services Coordinator,MARIA TAYLOR,Filled,11/1/87,11/11/87,11/23/87,12/7/87,12/24/87,12/31/87,1/11/88,1/21/88
18223,"CUENCA, LACY",F,"$44,926.28",LIB,Department of Public Libraries,Germantown Library,Parttime-Regular,Library Assistant I,RICHARD THOMAS,Filled,11/26/87,12/3/87,12/7/87,12/21/87,1/3/88,1/8/88,1/10/88,1/21/88
18224,"SU, FE",F,"$87,087.53",POL,Department of Police,ISB Criminal Investigations Division Financial Crimes Section,Fulltime-Regular,Program Specialist II,MARGARET MARTIN,Filled,11/11/87,11/20/87,11/27/87,12/16/87,12/24/87,1/2/88,1/9/88,1/21/88
18225,"RICHBERG, JOEY",F,"$78,664.19",HHS,Department of Health and Human Services,Infants and Toddlers,Fulltime-Regular,Administrative Specialist II,DAVID ANDERSON,Filled,11/11/87,11/20/87,11/27/87,12/19/87,12/31/87,1/8/88,1/16/88,1/20/88
18226,"CORLISS, TRUMAN",M,"$62,753.78",DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator I,BARBARA DAVIS,Filled,12/3/87,12/9/87,12/11/87,12/28/87,1/2/88,1/7/88,1/14/88,1/20/88
18227,"MONFORTON, SONNY",M,"$114,583.74",OMB,Office of Management and Budget,Special Projects,Fulltime-Regular,Senior Management and Budget Specialist,CHARLES MOORE,Filled,11/17/87,11/22/87,11/29/87,12/18/87,12/25/87,1/4/88,1/11/88,1/20/88
18228,"ARMIJOS, DALE",M,"$62,753.78",DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator I,BARBARA DAVIS,Filled,10/28/87,11/10/87,11/22/87,12/8/87,12/24/87,12/27/87,1/10/88,1/20/88
18229,"GIANNAMORE, ABEL",M,"$65,736.66",DGS,Department of General Services,Facilities Maintenance,Fulltime-Regular,Public Service Craftsworker,PATRICIA WILLIAMS,Filled,10/28/87,11/5/87,11/16/87,12/5/87,12/15/87,1/5/88,1/9/88,1/20/88
18230,"NEPSTAD, EARNEST",M,"$95,718.93",DPS,Department of Permitting Services,"Team 4 Commercial Electrical, Mechanical and Fire Protection Systems",Fulltime-Regular,Permitting and Code Enforcement Inspector III,BARBARA DAVIS,Filled,10/29/87,11/7/87,11/20/87,12/14/87,12/19/87,12/31/87,1/8/88,1/20/88
18231,"STOURS, PENNIE",F,"$91,504.63",DPS,Department of Permitting Services,Land Development Right-of-Way Inspection,Fulltime-Regular,Program Manager II,MICHAEL GARCIA,Filled,10/22/87,10/28/87,11/11/87,12/5/87,12/12/87,12/24/87,1/8/88,1/20/88
18232,"MAZUCA, TRAVIS",M,"$155,746.00",OAG,Office of Agriculture,Administration,Fulltime-Regular,Manager II,SUSAN HERNANDEZ,Filled,10/29/87,11/10/87,11/28/87,12/23/87,1/2/88,1/7/88,1/13/88,1/19/88
18233,"HANNICK, EVERETTE",M,"$87,087.53",DGS,Department of General Services,Facilities Maintenance,Fulltime-Regular,Maintenance Renovation and Inspection Specialist,PATRICIA WILLIAMS,Filled,11/9/87,11/17/87,11/29/87,12/13/87,12/23/87,12/29/87,1/13/88,1/19/88
18234,"ARWOOD, AMBROSE",M,"$83,082.89",HHS,Department of Health and Human Services,Medical Assistance Eligibility Services,Fulltime-Regular,Income Assistance Program Specialist II,JENNIFER MARTINEZ,Filled,10/29/87,11/12/87,11/16/87,12/7/87,12/21/87,1/2/88,1/12/88,1/19/88
18235,"MALACH, MARGUERITA",F,"$83,082.89",DEP,Department of Environmental Protection,Solid Waste Services Collection Operations,Fulltime-Regular,Code Enforcement Inspector III,JAMES JOHNSON,Filled,11/14/87,11/28/87,12/6/87,12/22/87,12/25/87,12/28/87,1/12/88,1/19/88
18236,"KAI, ERNIE",M,"$79,251.29",COR,Correction and Rehabilitation,DS MCDC Custody and Security,Fulltime-Regular,Correctional Officer III (Corporal),JAMES JOHNSON,Filled,11/20/87,11/27/87,12/10/87,12/26/87,1/1/88,1/3/88,1/11/88,1/19/88
18237,"TAMACCIO, LORILEE",F,"$88,261.22",FIN,Department of Finance,Tax Operations,Fulltime-Regular,Program Manager II,MICHAEL GARCIA,Filled,10/16/87,10/31/87,11/8/87,12/3/87,12/17/87,12/25/87,1/9/88,1/19/88
18238,"NAUGLE, LIZETTE",F,"$68,878.16",DTS,Department of Technology Services,COO Office - Management Services,Fulltime-Regular,Office Services Coordinator,MICHAEL GARCIA,Filled,11/3/87,11/25/87,11/29/87,12/13/87,12/25/87,12/30/87,1/7/88,1/19/88
18239,"BRIERLY, MODESTO",M,"$95,796.13",DOT,Department of Transportation,Parking Management Operations,Fulltime-Regular,Program Manager II,BARBARA DAVIS,Filled,10/26/87,11/7/87,11/19/87,12/8/87,12/15/87,12/28/87,1/7/88,1/19/88
18240,"PERA, WERNER",M,"$68,878.16",DOT,Department of Transportation,Transportation Planning and Design Section,Fulltime-Regular,Survey Instrument Technician,ROBERT MILLER,Filled,11/9/87,11/22/87,11/26/87,12/12/87,12/20/87,12/28/87,1/5/88,1/19/88
18241,"SCHUBACH, TYREE",M,"$93,809.31",COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,Fulltime-Regular,Correctional Supervisor (Sergeant),JAMES JOHNSON,Filled,11/10/87,11/17/87,11/22/87,12/10/87,12/22/87,12/31/87,1/4/88,1/19/88
18242,"KUIPER, HIPOLITO",M,"$100,347.75",DPS,Department of Permitting Services,Team 1 Residential Plan Review,Fulltime-Regular,Senior Permitting Services Specialist,BARBARA DAVIS,Filled,10/21/87,11/6/87,11/17/87,12/8/87,12/16/87,12/21/87,1/4/88,1/19/88
18243,"VERLANDER, JEWELL",M,"$110,334.63",DPS,Department of Permitting Services,Land Development Sediment Stormwater Plan Review,Fulltime-Regular,Senior Permitting Services Specialist,BARBARA DAVIS,Filled,11/1/87,11/8/87,11/16/87,12/6/87,12/19/87,12/29/87,1/3/88,1/19/88
18244,"FRITCHIE, ARGENTINA",F,"$26,078.06",POL,Department of Police,FSB Traffic Division School Safety Section,Parttime-Regular,Crossing Guard,MARGARET MARTIN,Filled,10/30/87,11/4/87,11/16/87,12/2/87,12/16/87,12/24/87,1/2/88,1/19/88
18245,"BANTLE, LUANN",F,"$20,968.23",LIB,Department of Public Libraries,Rockville Library,Parttime-Regular,Office Clerk,SUSAN HERNANDEZ,Filled,11/1/87,11/16/87,12/1/87,12/14/87,12/26/87,1/3/88,1/13/88,1/18/88
18246,"SYVERTSON, EDGAR",M,"$87,087.53",DEP,Department of Environmental Protection,Solid Waste Services Collection Operations,Fulltime-Regular,Program Specialist II,JAMES JOHNSON,Filled,11/17/87,11/29/87,12/4/87,12/19/87,12/29/87,1/8/88,1/12/88,1/18/88
18247,"JOECKS, LOURIE",F,"$34,575.50",LIB,Department of Public Libraries,Detention Center Library,Parttime-Regular,Librarian I,SUSAN HERNANDEZ,Filled,11/10/87,11/19/87,11/27/87,12/14/87,12/26/87,1/2/88,1/10/88,1/18/88
18248,"WOODMANCY, WILLOW",F,"$102,153.00",FRS,Fire and Rescue Services,Fiscal Management,Fulltime-Regular,Management and Budget Specialist III,MICHAEL GARCIA,Filled,10/12/87,11/1/87,11/12/87,12/1/87,12/18/87,12/28/87,1/10/88,1/18/88
18249,"FRIESNER, RITA",F,"$116,656.15",DOT,Department of Transportation,Transportation Planning and Design Section,Fulltime-Regular,Capital Projects Manager,LINDA JONES,Filled,10/30/87,11/11/87,11/17/87,12/6/87,12/18/87,12/27/87,1/10/88,1/18/88
18250,"EICHAS, ESTELL",F,"$95,718.93",HHS,Department of Health and Human Services,Permanent Supportive Housing,Fulltime-Regular,Social Worker II,JENNIFER MARTINEZ,Filled,11/11/87,11/16/87,11/21/87,12/8/87,12/18/87,12/30/87,1/8/88,1/18/88
18251,"TORKELSON, ROSARIO",F,"$114,583.74",OMB,Office of Management and Budget,Operating Budget Management,Fulltime-Regular,Senior Management and Budget Specialist,CHARLES MOORE,Filled,11/1/87,11/12/87,11/23/87,12/8/87,12/22/87,12/30/87,1/7/88,1/18/88
18252,"GONTHIER, KYLE",M,"$110,334.63",DPS,Department of Permitting Services,Team 1 Residential Plan Review,Fulltime-Regular,Senior Permitting Services Specialist,BARBARA DAVIS,Filled,11/14/87,11/28/87,12/2/87,12/18/87,12/25/87,1/3/88,1/5/88,1/18/88
18253,"GUANTE, HELEN",F,"$100,347.75",HHS,Department of Health and Human Services,STD and HIV Services,Fulltime-Regular,Community Health Nurse II,DAVID ANDERSON,Filled,10/18/87,11/12/87,11/16/87,12/5/87,12/17/87,12/23/87,1/5/88,1/18/88
18254,"ROSEBRUGH, LOWELL",M,"$134,718.00",DPS,Department of Permitting Services,Director's Office,Fulltime-Regular,Manager III,BARBARA DAVIS,Filled,10/18/87,11/6/87,11/15/87,12/4/87,12/15/87,12/26/87,1/4/88,1/18/88
18255,"DIMACULANGAN, ELVIRA",F,"$78,417.63",POL,Department of Police,MSB Information Management and Technology Division,Fulltime-Regular,Crime Analyst,MARGARET MARTIN,Filled,10/18/87,10/27/87,11/13/87,12/2/87,12/18/87,12/22/87,12/31/87,1/18/88
18256,"FLORAS, SUN",F,"$68,878.16",HCA,Department of Housing and Community Affairs,Multi-Family Housing Program,Fulltime-Regular,Office Services Coordinator,JENNIFER MARTINEZ,Filled,11/6/87,11/21/87,11/25/87,12/13/87,12/26/87,1/2/88,1/10/88,1/17/88
18257,"MISKOVICH, ANTONY",M,"$93,095.27",FRS,Fire and Rescue Services,Scheduling,Fulltime-Regular,Master Firefighter/Rescuer,ELIZABETH RODRIGUEZ,Filled,11/16/87,12/1/87,12/9/87,12/21/87,1/1/88,1/6/88,1/12/88,1/16/88
18258,"CHAMPINE, AUGUST",M,"$102,153.00",DPS,Department of Permitting Services,Team 2 Residential Inspection,Fulltime-Regular,Program Manager II,BARBARA DAVIS,Filled,10/29/87,11/13/87,11/20/87,12/10/87,12/20/87,12/31/87,1/7/88,1/16/88
18259,"MICHALKO, MERCY",F,"$68,878.16",DGS,Department of General Services,Real Estate Office,Fulltime-Regular,Office Services Coordinator,PATRICIA WILLIAMS,Filled,10/20/87,11/1/87,11/11/87,11/29/87,12/14/87,12/23/87,1/5/88,1/16/88
18260,"PRIZANT, OSWALDO",M,"$100,347.75",HHS,Department of Health and Human Services,24 Hours Crisis Center,Fulltime-Regular,Therapist II,DAVID ANDERSON,Filled,11/4/87,11/12/87,11/17/87,12/3/87,12/15/87,12/26/87,1/4/88,1/16/88
18261,"CLEPHANE, VICTORINA",F,"$88,636.00",POL,Department of Police,MSB Communications Division,Fulltime-Regular,Public Safety Communications Supervisor,JOSEPH JACKSON,Filled,10/15/87,11/2/87,11/14/87,11/30/87,12/14/87,12/22/87,12/31/87,1/16/88
18262,"SCHOEPFLIN, ALONSO",M,"$87,193.39",COR,Correction and Rehabilitation,DS MCCF Case Managers Unit 2,Fulltime-Regular,Correctional Specialist II,MARY SMITH,Filled,10/16/87,11/3/87,11/10/87,11/30/87,12/10/87,12/20/87,12/31/87,1/16/88
18263,"DIMITROPOULOS, MARIS",F,"$29,950.86",LIB,Department of Public Libraries,Rockville Library,Parttime-Regular,Library Assistant I,SUSAN HERNANDEZ,Filled,11/2/87,11/14/87,11/22/87,12/11/87,12/23/87,1/4/88,1/12/88,1/15/88
18264,"DANET, NADINE",F,"$128,926.47",HHS,Department of Health and Human Services,24 Hours Crisis Center,Fulltime-Regular,Manager III,RICHARD THOMAS,Filled,11/21/87,12/1/87,12/6/87,12/21/87,12/30/87,1/7/88,1/11/88,1/15/88
18265,"HERRIFORD, HILARY",F,"$68,878.16",DOT,Department of Transportation,Transportation Planning and Design Section,Fulltime-Regular,Office Services Coordinator,BARBARA DAVIS,Filled,10/28/87,11/12/87,11/25/87,12/15/87,12/29/87,1/1/88,1/11/88,1/15/88
18266,"RADONICH, JOE",M,"$122,618.50",HCA,Department of Housing and Community Affairs,Housing Code Enforcement,Fulltime-Regular,Manager III,JENNIFER MARTINEZ,Filled,10/22/87,11/12/87,11/18/87,12/6/87,12/19/87,1/1/88,1/8/88,1/15/88
18267,"FEIGELSON, ANTOINE",M,"$49,804.62",DOT,Department of Transportation,Highway Services,Fulltime-Regular,Public Service Worker II,ROBERT MILLER,Filled,11/1/87,11/11/87,11/18/87,12/7/87,12/19/87,12/26/87,1/8/88,1/15/88
18268,"HILLSTEAD, VALENTIN",M,"$52,156.11",DLC,Department of Liquor Control,Beer Delivery Operations,Fulltime-Regular,Truck Driver Helper/Warehouse Worker,JOHN BROWN,Filled,10/20/87,11/7/87,11/16/87,12/7/87,12/18/87,12/28/87,1/5/88,1/15/88
18269,"KUAM, MAGDALENE",F,"$80,777.27",HHS,Department of Health and Human Services,Infants and Toddlers,Fulltime-Regular,Administrative Specialist II,RICHARD THOMAS,Filled,11/14/87,11/20/87,11/29/87,12/15/87,12/26/87,12/29/87,1/3/88,1/15/88
18270,"BIAGAS, SHANE",M,"$57,189.72",DLC,Department of Liquor Control,Liquor and Wine Delivery Operations,Fulltime-Regular,Supply Technician II,JOHN BROWN,Filled,10/16/87,11/1/87,11/8/87,12/3/87,12/12/87,12/24/87,12/30/87,1/15/88
18271,"ZUKOWSKY, ARIELLE",F,"$79,651.51",CAT,County Attorney's Office,Support Services,Fulltime-Regular,Paralegal Specialist,MARY SMITH,Filled,10/29/87,11/7/87,11/16/87,12/4/87,12/11/87,12/22/87,12/26/87,1/15/88
18272,"DULGAR, VALENTINE",M,"$174,166.00",POL,Department of Police,Patrol Services Bureau,Fulltime-Regular,Assistant Chief of Police,JOSEPH JACKSON,Filled,10/8/87,10/24/87,11/3/87,11/24/87,12/7/87,12/11/87,12/26/87,1/15/88
18273,"MASTRACCHIO, BRADLY",M,"$91,295.08",HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Income Assistance Program Specialist III,DAVID ANDERSON,Filled,11/12/87,11/19/87,11/23/87,12/10/87,12/23/87,12/29/87,1/7/88,1/14/88
18274,"RUFFINO, SHAWNDA",F,"$124,617.97",DOT,Department of Transportation,Director Management Services,Fulltime-Regular,Manager III,LINDA JONES,Filled,10/22/87,11/8/87,11/17/87,12/11/87,12/22/87,12/27/87,1/7/88,1/14/88
18275,"HARTONO, CHAUNCEY",M,"$92,295.09",POL,Department of Police,FSB Special Operations Division Canine Section,Fulltime-Regular,Police Officer III,JOSEPH JACKSON,Filled,10/16/87,10/26/87,11/7/87,11/30/87,12/13/87,12/27/87,1/2/88,1/14/88
18276,"JOURNET, LUIS",F,"$155,746.00",CAT,County Attorney's Office,Insurance Defense Litigation,Fulltime-Regular,Manager II,MARY SMITH,Filled,10/8/87,10/30/87,11/9/87,11/30/87,12/9/87,12/16/87,1/1/88,1/14/88
18277,"CRUDO, TREVOR",M,"$154,919.11",POL,Department of Police,PSB 2nd District Station,Fulltime-Regular,Police Captain,MARGARET MARTIN,Filled,10/14/87,10/24/87,11/4/87,11/22/87,12/7/87,12/14/87,12/30/87,1/14/88
18278,"HAIFLICH, JAMIKA",F,"$92,295.09",POL,Department of Police,PSB 5th District Patrol,Fulltime-Regular,Police Officer III,CHARLES MOORE,Filled,11/5/87,11/12/87,11/22/87,12/10/87,12/19/87,12/25/87,12/27/87,1/14/88
18279,"SAMBORSKY, HORACIO",M,"$92,295.09",POL,Department of Police,PSB 4th District Patrol,Fulltime-Regular,Police Officer III,DOROTHY THOMPSON,Filled,10/10/87,10/21/87,11/7/87,11/26/87,12/10/87,12/20/87,12/27/87,1/14/88
18280,"LEAD, OSCAR",M,"$140,835.56",POL,Department of Police,HQ Office of the Chief,Fulltime-Regular,Police Captain,MARGARET MARTIN,Filled,10/2/87,10/22/87,11/6/87,11/23/87,12/6/87,12/20/87,12/25/87,1/14/88
18281,"REICHENBERG, ARMANDO",M,"$92,295.09",POL,Department of Police,PSB 5th District Patrol,Fulltime-Regular,Police Officer III,MARGARET MARTIN,Filled,10/14/87,10/27/87,11/9/87,11/20/87,12/2/87,12/14/87,12/24/87,1/14/88
18282,"KORPELA, TOMMY",M,"$106,595.69",POL,Department of Police,ISB Major Crimes Division Robbery Section,Fulltime-Regular,Police Sergeant,JOSEPH JACKSON,Filled,10/29/87,11/5/87,11/9/87,11/25/87,12/10/87,12/19/87,12/23/87,1/14/88
18283,"BENNICI, DUSTY",M,"$106,595.69",POL,Department of Police,PSB 4th District Station,Fulltime-Regular,Police Sergeant,DOROTHY THOMPSON,Filled,10/9/87,10/25/87,11/3/87,11/22/87,12/5/87,12/11/87,12/20/87,1/14/88
18284,"MOUSTAKAS, SHERWOOD",M,"$82,783.44",FRS,Fire and Rescue Services,Station 6,Fulltime-Regular,Firefighter/Rescuer III,ELIZABETH RODRIGUEZ,Filled,11/9/87,11/23/87,12/2/87,12/16/87,12/29/87,1/7/88,1/11/88,1/13/88
